"","age_calBP","method","Temp"
"2462",910,"SA_max",0.37
"2463",909,"SA_max",0.61
"2464",908,"SA_max",0.36
"2465",907,"SA_max",0.6
"2466",906,"SA_max",0.57
"2467",905,"SA_max",0.59
"2468",904,"SA_max",0.8
"2469",903,"SA_max",0.5
"2470",902,"SA_max",0.5
"2471",901,"SA_max",0.49
"2472",900,"SA_max",0.71
"2473",899,"SA_max",0.49
"2474",898,"SA_max",0.47
"2475",897,"SA_max",1.02
"2476",896,"SA_max",0.75
"2477",895,"SA_max",0.77
"2478",894,"SA_max",0.57
"2479",893,"SA_max",0.79
"2480",892,"SA_max",1.01
"2481",891,"SA_max",0.5
"2482",890,"SA_max",0.72
"2483",889,"SA_max",0.6
"2484",888,"SA_max",1.1
"2485",887,"SA_max",0.53
"2486",886,"SA_max",0.74
"2487",885,"SA_max",0.26
"2488",884,"SA_max",0.51
"2489",883,"SA_max",0.98
"2490",882,"SA_max",0.62
"2491",881,"SA_max",0.26
"2492",880,"SA_max",0.54
"2493",879,"SA_max",0.35
"2494",878,"SA_max",0.62
"2495",877,"SA_max",0.56
"2496",876,"SA_max",0.32
"2497",875,"SA_max",0.24
"2498",874,"SA_max",0.66
"2499",873,"SA_max",1.02
"2500",872,"SA_max",0.53
"2501",871,"SA_max",0.62
"2502",870,"SA_max",0.86
"2503",869,"SA_max",0.85
"2504",868,"SA_max",0.84
"2505",867,"SA_max",0.79
"2506",866,"SA_max",0.9
"2507",865,"SA_max",0.87
"2508",864,"SA_max",0.87
"2509",863,"SA_max",0.84
"2510",862,"SA_max",0.57
"2511",861,"SA_max",0.27
"2512",860,"SA_max",0.53
"2513",859,"SA_max",0.26
"2514",858,"SA_max",0.62
"2515",857,"SA_max",0.91
"2516",856,"SA_max",0.12
"2517",855,"SA_max",0.35
"2518",854,"SA_max",0.69
"2519",853,"SA_max",0.71
"2520",852,"SA_max",0.6
"2521",851,"SA_max",0.62
"2522",850,"SA_max",0.45
"2523",849,"SA_max",0.35
"2524",848,"SA_max",0.42
"2525",847,"SA_max",0.68
"2526",846,"SA_max",0.67
"2527",845,"SA_max",0.6
"2528",844,"SA_max",0.59
"2529",843,"SA_max",0.4
"2530",842,"SA_max",0.16
"2531",841,"SA_max",0.9
"2532",840,"SA_max",0.62
"2533",839,"SA_max",0.43
"2534",838,"SA_max",0.53
"2535",837,"SA_max",0.5
"2536",836,"SA_max",0.44
"2537",835,"SA_max",0.67
"2538",834,"SA_max",0.09
"2539",833,"SA_max",0.35
"2540",832,"SA_max",0.37
"2541",831,"SA_max",0.41
"2542",830,"SA_max",0.5
"2543",829,"SA_max",0.54
"2544",828,"SA_max",0.53
"2545",827,"SA_max",0.54
"2546",826,"SA_max",0.58
"2547",825,"SA_max",0.38
"2548",824,"SA_max",0.58
"2549",823,"SA_max",0.24
"2550",822,"SA_max",-0.01
"2551",821,"SA_max",0.22
"2552",820,"SA_max",0.39
"2553",819,"SA_max",0.43
"2554",818,"SA_max",0.42
"2555",817,"SA_max",0.29
"2556",816,"SA_max",0.5
"2557",815,"SA_max",0.53
"2558",814,"SA_max",0.81
"2559",813,"SA_max",0.31
"2560",812,"SA_max",0.51
"2561",811,"SA_max",0.01
"2562",810,"SA_max",0.24
"2563",809,"SA_max",0.65
"2564",808,"SA_max",0.52
"2565",807,"SA_max",0.76
"2566",806,"SA_max",0.26
"2567",805,"SA_max",0.48
"2568",804,"SA_max",0.54
"2569",803,"SA_max",0.4
"2570",802,"SA_max",0.51
"2571",801,"SA_max",0.87
"2572",800,"SA_max",0.5
"2573",799,"SA_max",0.71
"2574",798,"SA_max",0.65
"2575",797,"SA_max",0.51
"2576",796,"SA_max",0.84
"2577",795,"SA_max",0.71
"2578",794,"SA_max",0.15
"2579",793,"SA_max",0.41
"2580",792,"SA_max",0.61
"2581",791,"SA_max",0.82
"2582",790,"SA_max",1
"2583",789,"SA_max",1.54
"2584",788,"SA_max",1.1
"2585",787,"SA_max",0.51
"2586",786,"SA_max",1.31
"2587",785,"SA_max",0.64
"2588",784,"SA_max",0.65
"2589",783,"SA_max",0.63
"2590",782,"SA_max",0.89
"2591",781,"SA_max",0.6
"2592",780,"SA_max",0.65
"2593",779,"SA_max",0.67
"2594",778,"SA_max",0.73
"2595",777,"SA_max",0.74
"2596",776,"SA_max",0.75
"2597",775,"SA_max",0.64
"2598",774,"SA_max",1.16
"2599",773,"SA_max",1.15
"2600",772,"SA_max",1.03
"2601",771,"SA_max",0.79
"2602",770,"SA_max",0.58
"2603",769,"SA_max",0.96
"2604",768,"SA_max",0.82
"2605",767,"SA_max",0.81
"2606",766,"SA_max",0.87
"2607",765,"SA_max",1.07
"2608",764,"SA_max",1.09
"2609",763,"SA_max",0.72
"2610",762,"SA_max",0.55
"2611",761,"SA_max",0.67
"2612",760,"SA_max",0.77
"2613",759,"SA_max",1.02
"2614",758,"SA_max",0.83
"2615",757,"SA_max",0.64
"2616",756,"SA_max",0.98
"2617",755,"SA_max",1.08
"2618",754,"SA_max",1.14
"2619",753,"SA_max",0.43
"2620",752,"SA_max",0.95
"2621",751,"SA_max",1.07
"2622",750,"SA_max",1.1
"2623",749,"SA_max",0.77
"2624",748,"SA_max",0.29
"2625",747,"SA_max",0.27
"2626",746,"SA_max",0.84
"2627",745,"SA_max",1.39
"2628",744,"SA_max",0.82
"2629",743,"SA_max",1.01
"2630",742,"SA_max",0.73
"2631",741,"SA_max",0.5
"2632",740,"SA_max",0.6
"2633",739,"SA_max",0.64
"2634",738,"SA_max",0.4
"2635",737,"SA_max",0.36
"2636",736,"SA_max",0.55
"2637",735,"SA_max",0.56
"2638",734,"SA_max",1.17
"2639",733,"SA_max",0.68
"2640",732,"SA_max",1.27
"2641",731,"SA_max",0.71
"2642",730,"SA_max",0.84
"2643",729,"SA_max",0.93
"2644",728,"SA_max",0.96
"2645",727,"SA_max",0.92
"2646",726,"SA_max",0.83
"2647",725,"SA_max",0.95
"2648",724,"SA_max",1.01
"2649",723,"SA_max",0.58
"2650",722,"SA_max",0.85
"2651",721,"SA_max",0.6
"2652",720,"SA_max",0.74
"2653",719,"SA_max",0.84
"2654",718,"SA_max",0.86
"2655",717,"SA_max",0.88
"2656",716,"SA_max",0.75
"2657",715,"SA_max",0.83
"2658",714,"SA_max",1.07
"2659",713,"SA_max",0.85
"2660",712,"SA_max",0.89
"2661",711,"SA_max",0.65
"2662",710,"SA_max",1
"2663",709,"SA_max",0.45
"2664",708,"SA_max",0.41
"2665",707,"SA_max",0.8
"2666",706,"SA_max",0.78
"2667",705,"SA_max",0.64
"2668",704,"SA_max",1.01
"2669",703,"SA_max",0.67
"2670",702,"SA_max",0.36
"2671",701,"SA_max",0.64
"2672",700,"SA_max",0.85
"2673",699,"SA_max",0.7
"2674",698,"SA_max",0.72
"2675",697,"SA_max",0.8
"2676",696,"SA_max",0.91
"2677",695,"SA_max",0.98
"2678",694,"SA_max",1.07
"2679",693,"SA_max",0.76
"2680",692,"SA_max",0.75
"2681",691,"SA_max",1.03
"2682",690,"SA_max",0.84
"2683",689,"SA_max",1
"2684",688,"SA_max",0.87
"2685",687,"SA_max",0.83
"2686",686,"SA_max",0.85
"2687",685,"SA_max",0.81
"2688",684,"SA_max",0.88
"2689",683,"SA_max",0.89
"2690",682,"SA_max",0.67
"2691",681,"SA_max",0.73
"2692",680,"SA_max",0.76
"2693",679,"SA_max",0.72
"2694",678,"SA_max",0.66
"2695",677,"SA_max",0.63
"2696",676,"SA_max",0.46
"2697",675,"SA_max",0.86
"2698",674,"SA_max",0.77
"2699",673,"SA_max",0.46
"2700",672,"SA_max",0.74
"2701",671,"SA_max",1.03
"2702",670,"SA_max",0.99
"2703",669,"SA_max",0.73
"2704",668,"SA_max",0.76
"2705",667,"SA_max",0.81
"2706",666,"SA_max",0.88
"2707",665,"SA_max",0.85
"2708",664,"SA_max",0.69
"2709",663,"SA_max",0.72
"2710",662,"SA_max",0.77
"2711",661,"SA_max",0.52
"2712",660,"SA_max",0.39
"2713",659,"SA_max",0.61
"2714",658,"SA_max",0.83
"2715",657,"SA_max",0.71
"2716",656,"SA_max",0.96
"2717",655,"SA_max",0.87
"2718",654,"SA_max",0.74
"2719",653,"SA_max",0.72
"2720",652,"SA_max",0.74
"2721",651,"SA_max",0.71
"2722",650,"SA_max",0.67
"2723",649,"SA_max",0.68
"2724",648,"SA_max",0.66
"2725",647,"SA_max",0.74
"2726",646,"SA_max",0.76
"2727",645,"SA_max",0.79
"2728",644,"SA_max",0.84
"2729",643,"SA_max",0.89
"2730",642,"SA_max",0.92
"2731",641,"SA_max",0.68
"2732",640,"SA_max",0.59
"2733",639,"SA_max",0.64
"2734",638,"SA_max",0.89
"2735",637,"SA_max",0.42
"2736",636,"SA_max",0.72
"2737",635,"SA_max",0.53
"2738",634,"SA_max",0.83
"2739",633,"SA_max",0.87
"2740",632,"SA_max",0.69
"2741",631,"SA_max",0.84
"2742",630,"SA_max",0.72
"2743",629,"SA_max",0.82
"2744",628,"SA_max",0.66
"2745",627,"SA_max",0.89
"2746",626,"SA_max",0.69
"2747",625,"SA_max",0.59
"2748",624,"SA_max",1.08
"2749",623,"SA_max",0.96
"2750",622,"SA_max",0.64
"2751",621,"SA_max",0.93
"2752",620,"SA_max",0.88
"2753",619,"SA_max",0.91
"2754",618,"SA_max",0.86
"2755",617,"SA_max",0.85
"2756",616,"SA_max",1.07
"2757",615,"SA_max",0.69
"2758",614,"SA_max",1.05
"2759",613,"SA_max",1.01
"2760",612,"SA_max",0.75
"2761",611,"SA_max",1.21
"2762",610,"SA_max",1.29
"2763",609,"SA_max",1.08
"2764",608,"SA_max",1.04
"2765",607,"SA_max",0.88
"2766",606,"SA_max",0.92
"2767",605,"SA_max",0.75
"2768",604,"SA_max",0.82
"2769",603,"SA_max",0.82
"2770",602,"SA_max",0.76
"2771",601,"SA_max",0.63
"2772",600,"SA_max",0.85
"2773",599,"SA_max",0.84
"2774",598,"SA_max",0.44
"2775",597,"SA_max",0.49
"2776",596,"SA_max",0.43
"2777",595,"SA_max",0.6
"2778",594,"SA_max",0.38
"2779",593,"SA_max",0.43
"2780",592,"SA_max",0.44
"2781",591,"SA_max",0.58
"2782",590,"SA_max",0.58
"2783",589,"SA_max",0.26
"2784",588,"SA_max",0.53
"2785",587,"SA_max",0.43
"2786",586,"SA_max",0.34
"2787",585,"SA_max",0.23
"2788",584,"SA_max",0.37
"2789",583,"SA_max",0.43
"2790",582,"SA_max",0.77
"2791",581,"SA_max",0.12
"2792",580,"SA_max",0.5
"2793",579,"SA_max",0.49
"2794",578,"SA_max",0.46
"2795",577,"SA_max",0.73
"2796",576,"SA_max",0.49
"2797",575,"SA_max",0.22
"2798",574,"SA_max",0.44
"2799",573,"SA_max",0.81
"2800",572,"SA_max",0.4
"2801",571,"SA_max",0.61
"2802",570,"SA_max",0.47
"2803",569,"SA_max",0.26
"2804",568,"SA_max",0.26
"2805",567,"SA_max",0.64
"2806",566,"SA_max",0.43
"2807",565,"SA_max",0.49
"2808",564,"SA_max",0.31
"2809",563,"SA_max",0.3
"2810",562,"SA_max",0.66
"2811",561,"SA_max",0.49
"2812",560,"SA_max",0.37
"2813",559,"SA_max",0.23
"2814",558,"SA_max",0.26
"2815",557,"SA_max",0.44
"2816",556,"SA_max",0.28
"2817",555,"SA_max",0.35
"2818",554,"SA_max",0.47
"2819",553,"SA_max",0.36
"2820",552,"SA_max",0.34
"2821",551,"SA_max",0.09
"2822",550,"SA_max",0.43
"2823",549,"SA_max",0.16
"2824",548,"SA_max",0.03
"2825",547,"SA_max",0.15
"2826",546,"SA_max",0.06
"2827",545,"SA_max",0.11
"2828",544,"SA_max",0.66
"2829",543,"SA_max",0.79
"2830",542,"SA_max",0.52
"2831",541,"SA_max",0.22
"2832",540,"SA_max",0.07
"2833",539,"SA_max",0.09
"2834",538,"SA_max",0.02
"2835",537,"SA_max",0.19
"2836",536,"SA_max",0.09
"2837",535,"SA_max",0.2
"2838",534,"SA_max",0.14
"2839",533,"SA_max",0.26
"2840",532,"SA_max",0.27
"2841",531,"SA_max",0.07
"2842",530,"SA_max",0.3
"2843",529,"SA_max",0.34
"2844",528,"SA_max",0.29
"2845",527,"SA_max",0.35
"2846",526,"SA_max",0.21
"2847",525,"SA_max",0.03
"2848",524,"SA_max",0.37
"2849",523,"SA_max",0.27
"2850",522,"SA_max",0.35
"2851",521,"SA_max",0.51
"2852",520,"SA_max",0.24
"2853",519,"SA_max",0.07
"2854",518,"SA_max",0.26
"2855",517,"SA_max",0.4
"2856",516,"SA_max",0.31
"2857",515,"SA_max",0.36
"2858",514,"SA_max",0.11
"2859",513,"SA_max",0.38
"2860",512,"SA_max",0.37
"2861",511,"SA_max",0.33
"2862",510,"SA_max",0.01
"2863",509,"SA_max",0.08
"2864",508,"SA_max",-0.05
"2865",507,"SA_max",0.28
"2866",506,"SA_max",0.26
"2867",505,"SA_max",0.03
"2868",504,"SA_max",0
"2869",503,"SA_max",-0.04
"2870",502,"SA_max",0
"2871",501,"SA_max",0.12
"2872",500,"SA_max",0.16
"2873",499,"SA_max",0.1
"2874",498,"SA_max",0.44
"2875",497,"SA_max",0.56
"2876",496,"SA_max",0.31
"2877",495,"SA_max",0.38
"2878",494,"SA_max",0
"2879",493,"SA_max",0.22
"2880",492,"SA_max",0.08
"2881",491,"SA_max",0.08
"2882",490,"SA_max",0.1
"2883",489,"SA_max",0.54
"2884",488,"SA_max",0.5
"2885",487,"SA_max",0.44
"2886",486,"SA_max",0.42
"2887",485,"SA_max",0.37
"2888",484,"SA_max",0.35
"2889",483,"SA_max",0.41
"2890",482,"SA_max",0.5
"2891",481,"SA_max",0.78
"2892",480,"SA_max",0.81
"2893",479,"SA_max",0.94
"2894",478,"SA_max",0.9
"2895",477,"SA_max",0.71
"2896",476,"SA_max",0.81
"2897",475,"SA_max",0.84
"2898",474,"SA_max",0.68
"2899",473,"SA_max",0.5
"2900",472,"SA_max",0.39
"2901",471,"SA_max",0.18
"2902",470,"SA_max",0.45
"2903",469,"SA_max",0.51
"2904",468,"SA_max",0.43
"2905",467,"SA_max",0.5
"2906",466,"SA_max",0.65
"2907",465,"SA_max",0.22
"2908",464,"SA_max",0.33
"2909",463,"SA_max",0.35
"2910",462,"SA_max",0.51
"2911",461,"SA_max",0.6
"2912",460,"SA_max",0.23
"2913",459,"SA_max",0.52
"2914",458,"SA_max",0.3
"2915",457,"SA_max",0.26
"2916",456,"SA_max",0.43
"2917",455,"SA_max",0.61
"2918",454,"SA_max",0.64
"2919",453,"SA_max",0.52
"2920",452,"SA_max",0.46
"2921",451,"SA_max",0.45
"2922",450,"SA_max",0.7
"2923",449,"SA_max",0.59
"2924",448,"SA_max",0.71
"2925",447,"SA_max",0.77
"2926",446,"SA_max",0.74
"2927",445,"SA_max",0.48
"2928",444,"SA_max",0.69
"2929",443,"SA_max",0.39
"2930",442,"SA_max",0.47
"2931",441,"SA_max",0.56
"2932",440,"SA_max",0.42
"2933",439,"SA_max",0.33
"2934",438,"SA_max",0.49
"2935",437,"SA_max",0.49
"2936",436,"SA_max",0.55
"2937",435,"SA_max",0.39
"2938",434,"SA_max",0.69
"2939",433,"SA_max",0.42
"2940",432,"SA_max",0.44
"2941",431,"SA_max",0.26
"2942",430,"SA_max",0.48
"2943",429,"SA_max",0.42
"2944",428,"SA_max",0.26
"2945",427,"SA_max",0.19
"2946",426,"SA_max",0.41
"2947",425,"SA_max",0.49
"2948",424,"SA_max",0.41
"2949",423,"SA_max",0.48
"2950",422,"SA_max",0.75
"2951",421,"SA_max",0.17
"2952",420,"SA_max",-0.1
"2953",419,"SA_max",0.51
"2954",418,"SA_max",0.58
"2955",417,"SA_max",0.41
"2956",416,"SA_max",0.42
"2957",415,"SA_max",0.41
"2958",414,"SA_max",0.48
"2959",413,"SA_max",0.66
"2960",412,"SA_max",0.61
"2961",411,"SA_max",0.56
"2962",410,"SA_max",0.57
"2963",409,"SA_max",0.4
"2964",408,"SA_max",0.56
"2965",407,"SA_max",0.51
"2966",406,"SA_max",0.76
"2967",405,"SA_max",0.1
"2968",404,"SA_max",0.37
"2969",403,"SA_max",0.39
"2970",402,"SA_max",0.57
"2971",401,"SA_max",0.68
"2972",400,"SA_max",0.59
"2973",399,"SA_max",0.53
"2974",398,"SA_max",0.62
"2975",397,"SA_max",0.3
"2976",396,"SA_max",0.15
"2977",395,"SA_max",0.28
"2978",394,"SA_max",0.35
"2979",393,"SA_max",0.6
"2980",392,"SA_max",0.53
"2981",391,"SA_max",0.61
"2982",390,"SA_max",0.59
"2983",389,"SA_max",0.78
"2984",388,"SA_max",0.33
"2985",387,"SA_max",0.07
"2986",386,"SA_max",0.05
"2987",385,"SA_max",-0.03
"2988",384,"SA_max",0.26
"2989",383,"SA_max",0.42
"2990",382,"SA_max",0.86
"2991",381,"SA_max",0.45
"2992",380,"SA_max",0.19
"2993",379,"SA_max",0.61
"2994",378,"SA_max",0.72
"2995",377,"SA_max",0.37
"2996",376,"SA_max",0.51
"2997",375,"SA_max",0.45
"2998",374,"SA_max",0.43
"2999",373,"SA_max",0.59
"3000",372,"SA_max",0.27
"3001",371,"SA_max",0.24
"3002",370,"SA_max",0.57
"3003",369,"SA_max",0.27
"3004",368,"SA_max",0.18
"3005",367,"SA_max",0.31
"3006",366,"SA_max",0.4
"3007",365,"SA_max",0.47
"3008",364,"SA_max",0.67
"3009",363,"SA_max",0.52
"3010",362,"SA_max",0.53
"3011",361,"SA_max",0.4
"3012",360,"SA_max",0.35
"3013",359,"SA_max",0.18
"3014",358,"SA_max",-0.05
"3015",357,"SA_max",0.34
"3016",356,"SA_max",0.16
"3017",355,"SA_max",0.48
"3018",354,"SA_max",0.44
"3019",353,"SA_max",0.34
"3020",352,"SA_max",0.54
"3021",351,"SA_max",0.64
"3022",350,"SA_max",0.72
"3023",349,"SA_max",0.48
"3024",348,"SA_max",0.47
"3025",347,"SA_max",0.38
"3026",346,"SA_max",0.51
"3027",345,"SA_max",0.38
"3028",344,"SA_max",0.2
"3029",343,"SA_max",0.11
"3030",342,"SA_max",0.35
"3031",341,"SA_max",0.51
"3032",340,"SA_max",0.34
"3033",339,"SA_max",0.11
"3034",338,"SA_max",0.12
"3035",337,"SA_max",0.47
"3036",336,"SA_max",0.29
"3037",335,"SA_max",0.23
"3038",334,"SA_max",0.32
"3039",333,"SA_max",0.29
"3040",332,"SA_max",0.29
"3041",331,"SA_max",0.4
"3042",330,"SA_max",0.47
"3043",329,"SA_max",0.53
"3044",328,"SA_max",0.63
"3045",327,"SA_max",0.29
"3046",326,"SA_max",0.35
"3047",325,"SA_max",0.56
"3048",324,"SA_max",0.48
"3049",323,"SA_max",0.43
"3050",322,"SA_max",0.44
"3051",321,"SA_max",0.78
"3052",320,"SA_max",0.83
"3053",319,"SA_max",0.46
"3054",318,"SA_max",0.37
"3055",317,"SA_max",0.48
"3056",316,"SA_max",0.61
"3057",315,"SA_max",0.48
"3058",314,"SA_max",0.35
"3059",313,"SA_max",0.39
"3060",312,"SA_max",0.58
"3061",311,"SA_max",0.23
"3062",310,"SA_max",0.49
"3063",309,"SA_max",0.73
"3064",308,"SA_max",0.42
"3065",307,"SA_max",0.57
"3066",306,"SA_max",0.17
"3067",305,"SA_max",0.16
"3068",304,"SA_max",0.24
"3069",303,"SA_max",0.22
"3070",302,"SA_max",0.41
"3071",301,"SA_max",0.45
"3072",300,"SA_max",0.33
"3073",299,"SA_max",0.24
"3074",298,"SA_max",0.52
"3075",297,"SA_max",0.43
"3076",296,"SA_max",0.11
"3077",295,"SA_max",-0.01
"3078",294,"SA_max",-0.12
"3079",293,"SA_max",0.35
"3080",292,"SA_max",0.17
"3081",291,"SA_max",0.42
"3082",290,"SA_max",0.36
"3083",289,"SA_max",-0.28
"3084",288,"SA_max",0.45
"3085",287,"SA_max",0.51
"3086",286,"SA_max",0.31
"3087",285,"SA_max",0.1
"3088",284,"SA_max",0.43
"3089",283,"SA_max",0.19
"3090",282,"SA_max",0.16
"3091",281,"SA_max",0.18
"3092",280,"SA_max",0.26
"3093",279,"SA_max",0.5
"3094",278,"SA_max",0.48
"3095",277,"SA_max",0.55
"3096",276,"SA_max",0.18
"3097",275,"SA_max",0.44
"3098",274,"SA_max",0.43
"3099",273,"SA_max",0.64
"3100",272,"SA_max",0.77
"3101",271,"SA_max",0.59
"3102",270,"SA_max",0.34
"3103",269,"SA_max",0.12
"3104",268,"SA_max",0.53
"3105",267,"SA_max",0.44
"3106",266,"SA_max",0.46
"3107",265,"SA_max",0.37
"3108",264,"SA_max",0.57
"3109",263,"SA_max",0.53
"3110",262,"SA_max",0.5
"3111",261,"SA_max",0.52
"3112",260,"SA_max",0.24
"3113",259,"SA_max",0.56
"3114",258,"SA_max",0.12
"3115",257,"SA_max",0.4
"3116",256,"SA_max",0.32
"3117",255,"SA_max",0.2
"3118",254,"SA_max",0.18
"3119",253,"SA_max",0.31
"3120",252,"SA_max",0.22
"3121",251,"SA_max",0.71
"3122",250,"SA_max",0.33
"3123",249,"SA_max",0.47
"3124",248,"SA_max",0.59
"3125",247,"SA_max",0.58
"3126",246,"SA_max",0.38
"3127",245,"SA_max",0.53
"3128",244,"SA_max",0.3
"3129",243,"SA_max",0.44
"3130",242,"SA_max",0.3
"3131",241,"SA_max",0.25
"3132",240,"SA_max",0.6
"3133",239,"SA_max",0.36
"3134",238,"SA_max",0.17
"3135",237,"SA_max",0.41
"3136",236,"SA_max",0.75
"3137",235,"SA_max",0.55
"3138",234,"SA_max",0.54
"3139",233,"SA_max",0.72
"3140",232,"SA_max",0.43
"3141",231,"SA_max",0.59
"3142",230,"SA_max",0.76
"3143",229,"SA_max",0.09
"3144",228,"SA_max",0.28
"3145",227,"SA_max",0.3
"3146",226,"SA_max",0.71
"3147",225,"SA_max",0.75
"3148",224,"SA_max",0.81
"3149",223,"SA_max",0.52
"3150",222,"SA_max",0.26
"3151",221,"SA_max",0.64
"3152",220,"SA_max",0.69
"3153",219,"SA_max",0.8
"3154",218,"SA_max",0.4
"3155",217,"SA_max",0.66
"3156",216,"SA_max",0.51
"3157",215,"SA_max",0.6
"3158",214,"SA_max",0.21
"3159",213,"SA_max",0.27
"3160",212,"SA_max",0.42
"3161",211,"SA_max",0.68
"3162",210,"SA_max",0.41
"3163",209,"SA_max",0.77
"3164",208,"SA_max",0.65
"3165",207,"SA_max",0.59
"3166",206,"SA_max",0.62
"3167",205,"SA_max",0.81
"3168",204,"SA_max",0.7
"3169",203,"SA_max",0.76
"3170",202,"SA_max",1.1
"3171",201,"SA_max",0.65
"3172",200,"SA_max",0.49
"3173",199,"SA_max",0.61
"3174",198,"SA_max",0.75
"3175",197,"SA_max",0.77
"3176",196,"SA_max",0.79
"3177",195,"SA_max",1.09
"3178",194,"SA_max",1.09
"3179",193,"SA_max",1.08
"3180",192,"SA_max",0.94
"3181",191,"SA_max",0.9
"3182",190,"SA_max",0.83
"3183",189,"SA_max",0.51
"3184",188,"SA_max",0.72
"3185",187,"SA_max",0.6
"3186",186,"SA_max",0.6
"3187",185,"SA_max",0.83
"3188",184,"SA_max",0.49
"3189",183,"SA_max",0.41
"3190",182,"SA_max",0.72
"3191",181,"SA_max",0.7
"3192",180,"SA_max",0.55
"3193",179,"SA_max",0.08
"3194",178,"SA_max",0.4
"3195",177,"SA_max",0.26
"3196",176,"SA_max",0.22
"3197",175,"SA_max",0.67
"3198",174,"SA_max",0.67
"3199",173,"SA_max",0.57
"3200",172,"SA_max",0.44
"3201",171,"SA_max",0.96
"3202",170,"SA_max",0.97
"3203",169,"SA_max",0.64
"3204",168,"SA_max",0.48
"3205",167,"SA_max",0.87
"3206",166,"SA_max",0.64
"3207",165,"SA_max",0.7
"3208",164,"SA_max",0.57
"3209",163,"SA_max",0.87
"3210",162,"SA_max",0.49
"3211",161,"SA_max",0.8
"3212",160,"SA_max",0.78
"3213",159,"SA_max",0.46
"3214",158,"SA_max",0.66
"3215",157,"SA_max",0.72
"3216",156,"SA_max",0.51
"3217",155,"SA_max",0.74
"3218",154,"SA_max",0.68
"3219",153,"SA_max",0.67
"3220",152,"SA_max",0.59
"3221",151,"SA_max",0.55
"3222",150,"SA_max",0.14
"3223",149,"SA_max",0.62
"3224",148,"SA_max",0.56
"3225",147,"SA_max",0.88
"3226",146,"SA_max",0.5
"3227",145,"SA_max",0.55
"3228",144,"SA_max",0.75
"3229",143,"SA_max",0.88
"3230",142,"SA_max",1.18
"3231",141,"SA_max",0.92
"3232",140,"SA_max",0.68
"3233",139,"SA_max",0.74
"3234",138,"SA_max",0.54
"3235",137,"SA_max",0.74
"3236",136,"SA_max",0.83
"3237",135,"SA_max",0.98
"3238",134,"SA_max",0.91
"3239",133,"SA_max",0.91
"3240",132,"SA_max",0.69
"3241",131,"SA_max",0.81
"3242",130,"SA_max",0.51
"3243",129,"SA_max",0.78
"3244",128,"SA_max",0.75
"3245",127,"SA_max",0.47
"3246",126,"SA_max",0.4
"3247",125,"SA_max",0.37
"3248",124,"SA_max",0.15
"3249",123,"SA_max",0.46
"3250",122,"SA_max",0.29
"3251",121,"SA_max",0.4
"3252",120,"SA_max",0.61
"3253",119,"SA_max",0.62
"3254",118,"SA_max",0.59
"3255",117,"SA_max",0.32
"3256",116,"SA_max",0.32
"3257",115,"SA_max",0.04
"3258",114,"SA_max",0.31
"3259",113,"SA_max",0.45
"3260",112,"SA_max",-0.05
"3261",111,"SA_max",0.25
"3262",110,"SA_max",0.07
"3263",109,"SA_max",0.14
"3264",108,"SA_max",0.09
"3265",107,"SA_max",0.22
"3266",106,"SA_max",0.13
"3267",105,"SA_max",0.46
"3268",104,"SA_max",0.04
"3269",103,"SA_max",0.4
"3270",102,"SA_max",0.58
"3271",101,"SA_max",0.18
"3272",100,"SA_max",0.17
"3273",99,"SA_max",0.66
"3274",98,"SA_max",0.16
"3275",97,"SA_max",0.31
"3276",96,"SA_max",0.23
"3277",95,"SA_max",0.19
"3278",94,"SA_max",0.28
"3279",93,"SA_max",0.25
"3280",92,"SA_max",0.21
"3281",91,"SA_max",0.44
"3282",90,"SA_max",0.43
"3283",89,"SA_max",0.42
"3284",88,"SA_max",0.34
"3285",87,"SA_max",0.35
"3286",86,"SA_max",0.23
"3287",85,"SA_max",0.19
"3288",84,"SA_max",0.39
"3289",83,"SA_max",0.59
"3290",82,"SA_max",0.14
"3291",81,"SA_max",0.19
"3292",80,"SA_max",0.04
"3293",79,"SA_max",0.47
"3294",78,"SA_max",0.24
"3295",77,"SA_max",0.17
"3296",76,"SA_max",0.14
"3297",75,"SA_max",0.53
"3298",74,"SA_max",0.36
"3299",73,"SA_max",0.41
"3300",72,"SA_max",0.56
"3301",71,"SA_max",0.55
"3302",70,"SA_max",0.03
"3303",69,"SA_max",0.52
"3304",68,"SA_max",0.26
"3305",67,"SA_max",0.66
"3306",66,"SA_max",0.57
"3307",65,"SA_max",0.66
"3308",64,"SA_max",0.25
"3309",63,"SA_max",0.18
"3310",62,"SA_max",0.27
"3311",61,"SA_max",0.31
"3312",60,"SA_max",0.13
"3313",59,"SA_max",0.54
"3314",58,"SA_max",0.13
"3315",57,"SA_max",0.2
"3316",56,"SA_max",0.43
"3317",55,"SA_max",-0.03
"3318",54,"SA_max",-0.05
"3319",53,"SA_max",0.29
"3320",52,"SA_max",0.43
"3321",51,"SA_max",0.3
"3322",50,"SA_max",0.58
"3323",49,"SA_max",0.38
"3324",48,"SA_max",0.67
"3325",47,"SA_max",0.2
"3326",46,"SA_max",-0.18
"3327",45,"SA_max",-0.39
"3328",44,"SA_max",0.27
"3329",43,"SA_max",0.24
"3330",42,"SA_max",-0.05
"3331",41,"SA_max",0.41
"3332",40,"SA_max",-0.15
"3333",39,"SA_max",0.21
"3334",38,"SA_max",0.14
