"","years_AD","age_calBP","d13C","core","long","lat","d18O"
"2570",1025,924.7,-25.02,"triumfo",NA,NA,NA
"2571",965,985.3,0,"triumfo",NA,NA,NA
"2572",910,1039.7,-26.47,"triumfo",NA,NA,NA
"2573",905,1045.1,-25.24,"triumfo",NA,NA,NA
"2574",905,1045.1,0,"triumfo",NA,NA,NA
"2575",902,1048,-26.36,"triumfo",NA,NA,NA
"2576",899,1051.2,-26.39,"triumfo",NA,NA,NA
"2577",890,1059.7,-26.28,"triumfo",NA,NA,NA
"2578",877,1072.8,0,"triumfo",NA,NA,NA
"2579",863,1086.7,-27.03,"triumfo",NA,NA,NA
"2580",849,1100.8,-26.45,"triumfo",NA,NA,NA
"2581",834,1116.1,-26.17,"triumfo",NA,NA,NA
"2582",826,1123.7,0,"triumfo",NA,NA,NA
"2583",820,1129.9,-26.25,"triumfo",NA,NA,NA
"2584",807,1143.3,-26.37,"triumfo",NA,NA,NA
"2585",793,1157.1,-26.34,"triumfo",NA,NA,NA
"2586",780,1169.9,-25.93,"triumfo",NA,NA,NA
"2587",766,1183.5,-25.4,"triumfo",NA,NA,NA
"2588",754,1195.8,-25.95,"triumfo",NA,NA,NA
"2589",748,1202.3,0,"triumfo",NA,NA,NA
"2590",741,1208.7,-26.14,"triumfo",NA,NA,NA
"2591",728,1221.8,-26.17,"triumfo",NA,NA,NA
"2592",716,1233.7,-26.02,"triumfo",NA,NA,NA
"2593",710,1239.8,0,"triumfo",NA,NA,NA
"2594",704,1246.5,-25.97,"triumfo",NA,NA,NA
"2595",691,1258.6,-25.69,"triumfo",NA,NA,NA
"2596",679,1271.2,-25.14,"triumfo",NA,NA,NA
"2597",666,1283.7,-24.95,"triumfo",NA,NA,NA
"2598",654,1295.8,-25.97,"triumfo",NA,NA,NA
"2599",642,1308.5,-25.01,"triumfo",NA,NA,NA
"2600",635,1314.9,0,"triumfo",NA,NA,NA
"2601",629,1321.1,-25,"triumfo",NA,NA,NA
"2602",616,1333.6,-24.98,"triumfo",NA,NA,NA
"2603",604,1346,-24.95,"triumfo",NA,NA,NA
"2604",598,1352.1,0,"triumfo",NA,NA,NA
"2605",592,1358.5,-25.19,"triumfo",NA,NA,NA
"2606",579,1370.8,-25.19,"triumfo",NA,NA,NA
"2607",573,1377.2,0,"triumfo",NA,NA,NA
"2608",567,1383.3,-25.99,"triumfo",NA,NA,NA
"2609",555,1395.3,-25.78,"triumfo",NA,NA,NA
"2610",542,1407.9,-25.6,"triumfo",NA,NA,NA
"2611",537,1413.3,0,"triumfo",NA,NA,NA
"2612",531,1418.9,-25.56,"triumfo",NA,NA,NA
"2613",519,1430.9,-25.46,"triumfo",NA,NA,NA
"2614",507,1442.7,-25.85,"triumfo",NA,NA,NA
"2615",501,1449,0,"triumfo",NA,NA,NA
"2616",495,1455.3,-25.92,"triumfo",NA,NA,NA
"2617",482,1467.6,-26.19,"triumfo",NA,NA,NA
"2618",470,1479.7,-26.12,"triumfo",NA,NA,NA
"2619",458,1492.4,-26.16,"triumfo",NA,NA,NA
"2620",444,1505.6,-26.72,"triumfo",NA,NA,NA
"2621",430,1519.5,-25.65,"triumfo",NA,NA,NA
"2622",424,1526,0,"triumfo",NA,NA,NA
"2623",418,1532,-25.37,"triumfo",NA,NA,NA
"2624",404,1545.7,-25.73,"triumfo",NA,NA,NA
"2625",391,1558.7,-25.61,"triumfo",NA,NA,NA
"2626",384,1565.5,NA,"triumfo",NA,NA,NA
"2627",377,1572.7,-25.52,"triumfo",NA,NA,NA
"2628",362,1587.5,-26.46,"triumfo",NA,NA,NA
"2629",349,1601,-26.12,"triumfo",NA,NA,NA
"2630",334,1615.9,-25.25,"triumfo",NA,NA,NA
"2631",319,1631,-25.46,"triumfo",NA,NA,NA
"2632",304,1646.5,-25.41,"triumfo",NA,NA,NA
"2633",295,1654.6,0,"triumfo",NA,NA,NA
"2634",287,1663.1,-25.56,"triumfo",NA,NA,NA
"2635",271,1678.6,-25.34,"triumfo",NA,NA,NA
"2636",256,1693.8,-25.65,"triumfo",NA,NA,NA
"2637",241,1708.8,-25.8,"triumfo",NA,NA,NA
"2638",228,1722.5,-25.65,"triumfo",NA,NA,NA
"2639",215,1735.2,-26.29,"triumfo",NA,NA,NA
"2640",204,1745.8,-26.11,"triumfo",NA,NA,NA
"2641",192,1757.7,-25.78,"triumfo",NA,NA,NA
"2642",181,1768.9,-26.15,"triumfo",NA,NA,NA
"2643",176,1774.1,0,"triumfo",NA,NA,NA
"2644",169,1780.6,-26.48,"triumfo",NA,NA,NA
"2645",158,1792.3,-26.89,"triumfo",NA,NA,NA
"2646",147,1803.3,-26.51,"triumfo",NA,NA,NA
"2647",140,1809.6,0,"triumfo",NA,NA,NA
"2648",135,1815.4,-26.42,"triumfo",NA,NA,NA
"2649",122,1827.8,-26.22,"triumfo",NA,NA,NA
"2650",110,1839.7,-26.25,"triumfo",NA,NA,NA
"2651",98,1852.2,-26.47,"triumfo",NA,NA,NA
"2652",55,1894.6,0,"triumfo",NA,NA,NA
"2653",50,1900.4,-25.87,"triumfo",NA,NA,NA
"2654",38,1912.5,-25.88,"triumfo",NA,NA,NA
"2655",25,1925.2,-25.87,"triumfo",NA,NA,NA
"2656",13,1936.9,-26.48,"triumfo",NA,NA,NA
"2657",1,1948.6,-27.1,"triumfo",NA,NA,NA
"2658",-11,1960.8,-26.29,"triumfo",NA,NA,NA
"2659",-17,1967.1,0,"triumfo",NA,NA,NA
"2660",-23,1972.6,-26.36,"triumfo",NA,NA,NA
"2661",-35,1984.8,-26.29,"triumfo",NA,NA,NA
"2662",-47,1997.2,-26.6,"triumfo",NA,NA,NA
"2663",-53,2003.3,0,"triumfo",NA,NA,NA
"2664",-60,2009.8,-26.11,"triumfo",NA,NA,NA
"2665",-72,2022.1,-26.22,"triumfo",NA,NA,NA
"2666",-84,2034,-26.27,"triumfo",NA,NA,NA
"2667",-90,2040.2,0,"triumfo",NA,NA,NA
"2668",-97,2046.7,-27.11,"triumfo",NA,NA,NA
"2669",-109,2059,-26.51,"triumfo",NA,NA,NA
"2670",-122,2071.8,-26.49,"triumfo",NA,NA,NA
"2671",-133,2083.4,-25.36,"triumfo",NA,NA,NA
"2672",-145,2094.9,-25.19,"triumfo",NA,NA,NA
"2673",-151,2101.1,0,"triumfo",NA,NA,NA
"2674",-157,2106.9,-25.88,"triumfo",NA,NA,NA
"2675",-169,2118.9,-25.88,"triumfo",NA,NA,NA
"2676",-181,2130.6,-26.54,"triumfo",NA,NA,NA
"2677",-211,2161.3,0,"triumfo",NA,NA,NA
"2678",-217,2167.4,-25.8,"triumfo",NA,NA,NA
"2679",-230,2180.3,-26.67,"triumfo",NA,NA,NA
"2680",-243,2193.2,-26.18,"triumfo",NA,NA,NA
"2681",-256,2205.9,-26.16,"triumfo",NA,NA,NA
"2682",-268,2218.2,-26.47,"triumfo",NA,NA,NA
"2683",-281,2230.7,-26.06,"triumfo",NA,NA,NA
"2684",-287,2236.6,0,"triumfo",NA,NA,NA
"2685",-292,2242.5,-26.76,"triumfo",NA,NA,NA
"2686",-305,2255.1,-26.58,"triumfo",NA,NA,NA
"2687",-317,2267,-25.9,"triumfo",NA,NA,NA
"2688",-329,2279.2,-25.56,"triumfo",NA,NA,NA
"2689",-341,2290.9,-25.7,"triumfo",NA,NA,NA
"2690",-354,2303.6,-25.22,"triumfo",NA,NA,NA
"2691",-366,2316.3,-25.42,"triumfo",NA,NA,NA
"2692",-378,2327.9,-25.45,"triumfo",NA,NA,NA
"2693",-390,2340.1,-26.25,"triumfo",NA,NA,NA
"2694",-403,2352.8,-26.41,"triumfo",NA,NA,NA
"2695",-416,2365.5,-26.05,"triumfo",NA,NA,NA
"2696",-428,2377.7,-26.77,"triumfo",NA,NA,NA
"2697",-440,2390,-26.89,"triumfo",NA,NA,NA
"2698",-452,2401.8,-26.41,"triumfo",NA,NA,NA
"2699",-464,2414.1,-26.68,"triumfo",NA,NA,NA
"2700",-476,2426.2,-26.61,"triumfo",NA,NA,NA
"2701",-488,2438.2,-25.98,"triumfo",NA,NA,NA
"2702",-500,2449.6,-26.13,"triumfo",NA,NA,NA
"2703",-512,2461.5,-25.29,"triumfo",NA,NA,NA
"2704",-524,2473.6,-25.57,"triumfo",NA,NA,NA
"2705",-536,2486.5,-25.62,"triumfo",NA,NA,NA
"2706",-550,2499.6,-25.22,"triumfo",NA,NA,NA
"2707",-562,2512.1,-26,"triumfo",NA,NA,NA
"2708",-574,2524.5,-25.65,"triumfo",NA,NA,NA
"2709",-586,2536.5,-25.1,"triumfo",NA,NA,NA
"2710",-598,2548.4,-25.4,"triumfo",NA,NA,NA
"2711",-610,2560.5,-25.6,"triumfo",NA,NA,NA
"2712",-623,2572.6,-26,"triumfo",NA,NA,NA
"2713",-635,2585.1,-25.83,"triumfo",NA,NA,NA
"2714",-648,2597.7,-25.79,"triumfo",NA,NA,NA
"2715",-660,2610.4,-25.87,"triumfo",NA,NA,NA
"2716",-698,2647.9,-26.49,"triumfo",NA,NA,NA
"2717",-711,2661.1,-26.08,"triumfo",NA,NA,NA
"2718",-723,2672.8,-26.39,"triumfo",NA,NA,NA
"2719",-735,2685.1,-25.51,"triumfo",NA,NA,NA
"2720",-747,2696.6,-25.81,"triumfo",NA,NA,NA
"2721",-758,2708.4,-25.35,"triumfo",NA,NA,NA
"2722",-771,2720.7,-25.57,"triumfo",NA,NA,NA
"2723",-782,2732.1,-25.83,"triumfo",NA,NA,NA
"2724",-794,2744.4,-25.34,"triumfo",NA,NA,NA
"2725",-807,2756.8,-25.79,"triumfo",NA,NA,NA
"2726",-820,2769.5,-26.05,"triumfo",NA,NA,NA
"2727",-831,2781.4,-25.2,"triumfo",NA,NA,NA
"2728",-844,2793.9,-25.94,"triumfo",NA,NA,NA
"2729",-856,2805.5,-25.45,"triumfo",NA,NA,NA
"2730",-867,2816.9,-25.05,"triumfo",NA,NA,NA
"2731",-879,2829.2,-25.83,"triumfo",NA,NA,NA
"2732",-891,2841.1,-25.93,"triumfo",NA,NA,NA
"2733",-903,2853,-26.57,"triumfo",NA,NA,NA
"2734",-915,2865.4,-25.69,"triumfo",NA,NA,NA
"2735",-927,2877.1,-26,"triumfo",NA,NA,NA
"2736",-939,2889,-26.13,"triumfo",NA,NA,NA
"2737",-951,2900.7,-26.25,"triumfo",NA,NA,NA
"2738",-963,2912.7,-25.99,"triumfo",NA,NA,NA
"2739",-976,2925.6,-26.96,"triumfo",NA,NA,NA
"2740",-988,2937.8,-26.55,"triumfo",NA,NA,NA
"2741",-999,2949,-26.01,"triumfo",NA,NA,NA
"2742",-1010,2960.3,-25.72,"triumfo",NA,NA,NA
"2743",-1022,2972,-25.94,"triumfo",NA,NA,NA
"2744",-1034,2983.7,-26.12,"triumfo",NA,NA,NA
"2745",-1046,2995.5,-26,"triumfo",NA,NA,NA
"2746",-1057,3006.9,-25.97,"triumfo",NA,NA,NA
"2747",-1068,3018.1,-25.37,"triumfo",NA,NA,NA
"2748",-1080,3030.1,-25.71,"triumfo",NA,NA,NA
"2749",-1091,3041.4,-26.06,"triumfo",NA,NA,NA
"2750",-1102,3052.3,-25.93,"triumfo",NA,NA,NA
"2751",-1114,3064,-26.02,"triumfo",NA,NA,NA
"2752",-1126,3075.5,-26.24,"triumfo",NA,NA,NA
"2753",-1136,3086.5,-25.85,"triumfo",NA,NA,NA
"2754",-1148,3097.7,-25.82,"triumfo",NA,NA,NA
"2755",-1159,3109,-26.49,"triumfo",NA,NA,NA
"2756",-1170,3120.4,-26.46,"triumfo",NA,NA,NA
"2757",-1182,3131.6,-26.82,"triumfo",NA,NA,NA
"2758",-1193,3142.6,-26.52,"triumfo",NA,NA,NA
"2759",-1203,3153.3,-25.8,"triumfo",NA,NA,NA
"2760",-1214,3163.8,-25.58,"triumfo",NA,NA,NA
"2761",-1225,3175,-25.85,"triumfo",NA,NA,NA
"2762",-1236,3186.3,-25.92,"triumfo",NA,NA,NA
"2763",-1258,3208.4,-25.53,"triumfo",NA,NA,NA
"2764",-1270,3219.5,-25.21,"triumfo",NA,NA,NA
"2765",-1280,3229.8,-24.96,"triumfo",NA,NA,NA
"2766",-1290,3240,-24.94,"triumfo",NA,NA,NA
"2767",-1302,3251.9,-24.72,"triumfo",NA,NA,NA
"2768",-1314,3263.5,-25.15,"triumfo",NA,NA,NA
"2769",-1320,3269.6,0,"triumfo",NA,NA,NA
"2770",-1325,3275.3,-25.44,"triumfo",NA,NA,NA
"2771",-1336,3286.2,-25.25,"triumfo",NA,NA,NA
"2772",-1348,3297.5,-26.34,"triumfo",NA,NA,NA
"2773",-1353,3303.4,0,"triumfo",NA,NA,NA
"2774",-1359,3309,-25.56,"triumfo",NA,NA,NA
"2775",-1370,3320.1,-26.58,"triumfo",NA,NA,NA
"2776",-1381,3331.2,-27.08,"triumfo",NA,NA,NA
"2777",-1393,3342.8,-26.12,"triumfo",NA,NA,NA
"2778",-1404,3354.1,-25.92,"triumfo",NA,NA,NA
"2779",-1415,3364.6,-25.34,"triumfo",NA,NA,NA
"2780",-1426,3376.4,-25.84,"triumfo",NA,NA,NA
"2781",-1438,3387.8,-25.53,"triumfo",NA,NA,NA
"2782",-1450,3399.5,-25.55,"triumfo",NA,NA,NA
"2783",-1461,3410.6,-25.82,"triumfo",NA,NA,NA
"2784",-1472,3422.2,-25.22,"triumfo",NA,NA,NA
"2785",-1483,3433.3,-25.4,"triumfo",NA,NA,NA
"2786",-1494,3444.5,-25.45,"triumfo",NA,NA,NA
"2787",-1506,3455.9,-24.98,"triumfo",NA,NA,NA
"2788",-1518,3467.6,-25.36,"triumfo",NA,NA,NA
"2789",-1528,3478.5,-25.48,"triumfo",NA,NA,NA
"2790",-1540,3490.3,-25.39,"triumfo",NA,NA,NA
"2791",-1552,3501.7,-25.66,"triumfo",NA,NA,NA
"2792",-1562,3512.5,-25.49,"triumfo",NA,NA,NA
"2793",-1576,3525.5,-25.33,"triumfo",NA,NA,NA
"2794",-1586,3536.5,-24.87,"triumfo",NA,NA,NA
"2795",-1598,3548.5,-24.64,"triumfo",NA,NA,NA
"2796",-1610,3560.2,-25.37,"triumfo",NA,NA,NA
"2797",-1622,3572,-25.61,"triumfo",NA,NA,NA
"2798",-1634,3583.5,-26.15,"triumfo",NA,NA,NA
