"","lake","timeseriesBC","age"
"400","Llaviucu",0.193618331236448,121
"401","Llaviucu",0.232421488313367,126
"402","Llaviucu",0.212527211634013,127
"403","Llaviucu",0.217348207634802,144
"404","Llaviucu",0.207569712483402,166
"405","Llaviucu",0.289071498673028,180
"406","Llaviucu",0.287436040850993,200
"407","Llaviucu",0.304895660960589,218
"408","Llaviucu",0.289509007010894,251
"409","Llaviucu",0.207254671127015,262
"410","Llaviucu",0.401244631324189,317
"411","Llaviucu",0.345068644106708,385
"412","Llaviucu",0.178373097789744,445
"413","Llaviucu",0.174188869880931,456
"414","Llaviucu",0.254324712848176,501
"415","Llaviucu",0.276080733810713,540
"416","Llaviucu",0.189285240486036,587
"417","Llaviucu",0.260333058339965,632
"418","Llaviucu",0.263455112634551,724
"419","Llaviucu",0.363607241663835,787
"420","Llaviucu",0.354363836597033,914
"421","Llaviucu",0.27312462829341,1038
"422","Llaviucu",0.290160285537424,1155
"423","Llaviucu",0.239426746215193,1255
"424","Llaviucu",0.395570677681046,1349
"425","Llaviucu",0.519433875439129,1430
"426","Llaviucu",0.245749398729338,1505
"427","Llaviucu",0.277238400682003,1636
"428","Llaviucu",0.224506895916076,1690
"429","Llaviucu",0.239580731827298,1703
"430","Llaviucu",0.332403868427149,1765
"431","Llaviucu",0.28211655605055,1839
"432","Llaviucu",0.237091286932913,1908
"433","Llaviucu",0.219289785181938,1941
"434","Llaviucu",0.278486065842998,2035
"435","Llaviucu",0.200800811934322,2070
"436","Llaviucu",0.400420538175205,2127
"437","Llaviucu",0.258531028414131,2182
"438","Llaviucu",0.239952224822901,2208
"439","Llaviucu",0.255190966764413,2260
"440","Llaviucu",0.176238489694344,2285
"441","Llaviucu",0.350584851291019,2358
"442","Llaviucu",0.153919542057561,2382
"443","Llaviucu",0.152542695373977,2450
"444","Llaviucu",0.25186031100145,2488
"445","Llaviucu",0.256114816593103,2509
"446","Llaviucu",0.306348564496563,2551
"447","Llaviucu",0.221627621199509,2586
"448","Llaviucu",0.219719018870332,2613
"449","Llaviucu",0.168955481571522,2649
"450","Llaviucu",0.254078919365219,2687
"451","Llaviucu",0.191847758321747,2707
"452","Llaviucu",0.210257123115732,2735
"453","Llaviucu",0.233474655784944,2752
"454","Llaviucu",0.234439819993589,2776
"455","Llaviucu",0.169603716794265,2793
"456","Llaviucu",0.224463946439881,2820
"457","Llaviucu",0.328771775999904,2852
"458","Llaviucu",0.324242081974075,2884
"459","Llaviucu",0.235597679652582,2931
"460","Llaviucu",0.233840401849421,2961
"461","Llaviucu",0.240679630496592,2967
"462","Llaviucu",0.315305503175326,2997
"463","Llaviucu",0.387918486171761,3000
"464","Llaviucu",0.243344183360674,3016
"465","Llaviucu",0.351911172143637,3036
"466","Llaviucu",0.304351694048241,3045
"467","Llaviucu",0.329626191929581,3064
"468","Llaviucu",0.335633984300291,3083
"469","Llaviucu",0.306850333341077,3104
"470","Llaviucu",0.206351955113774,3113
"471","Llaviucu",0.213673067021637,3140
"472","Llaviucu",0.161563845852676,3162
"473","Llaviucu",0.148074835578826,3181
"474","Llaviucu",0.262187847401101,3194
"475","Llaviucu",0.281784778976837,3208
"476","Llaviucu",0.183242920690029,3227
"477","Pinan",0.225497177053786,3
"478","Pinan",0.172035076123518,5
"479","Pinan",0.210299298259923,11
"480","Pinan",0.194279715120733,16
"481","Pinan",0.188005510713207,24
"482","Pinan",0.216641512130932,34
"483","Pinan",0.258618207683775,47
"484","Pinan",0.219491829859122,60
"485","Pinan",0.260676867634451,72
"486","Pinan",0.235055568388902,89
"487","Pinan",0.213076597545493,104
"488","Pinan",0.237763353458338,114
"489","Pinan",0.258405359363732,128
"490","Pinan",0.31345170481348,153
"491","Pinan",0.257915153516012,191
"492","Pinan",0.204256898898651,236
"493","Pinan",0.276242302735214,282
"494","Pinan",0.209510774113059,328
"495","Pinan",0.328439612985169,371
"496","Pinan",0.304798517196403,415
"497","Pinan",0.25533155524841,462
"498","Pinan",0.201859144019108,506
"499","Pinan",0.225685110238004,524
"500","Pinan",0.266452294703053,542
"501","Pinan",0.173046061193168,561
"502","Pinan",0.178485721142309,579
"503","Pinan",0.239658144971071,598
"504","Pinan",0.185926553237355,616
"505","Pinan",0.205025070251804,634
"506","Pinan",0.231917771778197,654
"507","Pinan",0.326674617372292,672
"508","Pinan",0.235109315894082,691
"509","Pinan",0.277159084877117,709
"510","Pinan",0.227474988226927,728
"511","Pinan",0.369354291918243,746
"512","Pinan",0.273913393108439,764
"513","Pinan",0.482417991250689,764
"514","Pinan",0.612017311326535,764
"515","Pinan",0.155248393992011,764
"516","Pinan",0.53818016585255,764
"517","Pinan",0.23020369936783,783
"518","Pinan",0.296428225520054,802
"519","Pinan",0.256202213201241,820
"520","Pinan",0.220089741881026,839
"521","Pinan",0.243375996710989,858
"522","Pinan",0.244417740991469,876
"523","Pinan",0.329367811881913,895
"524","Pinan",0.269057760439473,920
"525","Pinan",0.34437451821853,946
"526","Pinan",0.58970479682286,946
"527","Pinan",0.711910992610148,946
"528","Pinan",0.818510786360473,1024
"529","Pinan",0.251775671618382,1077
"530","Pinan",0.243630517245711,1102
"531","Titicaca",0.666139240506329,72.9
"532","Titicaca",0.52245796449815,108.1
"533","Titicaca",0.245098002662123,144.5
"534","Titicaca",0.18766931894408,181.3
"535","Titicaca",0.314335045077919,222
"536","Titicaca",0.313673993719669,261.3
"537","Titicaca",0.325193595895292,301.7
"538","Titicaca",0.479544148794773,341.9
"539","Titicaca",0.208259502330443,390
"540","Titicaca",0.150931729251896,439.3
"541","Titicaca",0.123406304552842,488.4
"542","Titicaca",0.14224537690428,536.9
"543","Titicaca",0.234441994364817,556.5
"544","Titicaca",0.199520156912192,576.1
"545","Titicaca",0.207451531579769,595.4
"546","Titicaca",0.177500272118268,614.9
"547","Titicaca",0.213556596887991,644.1
"548","Titicaca",0.562589734988259,673.6
"549","Titicaca",0.265217427924096,703.3
"550","Titicaca",0.223725384090535,732.6
"551","Titicaca",0.119660779174204,762.2
"552","Titicaca",0.138964855992682,791.8
"553","Titicaca",0.359054846148376,821.6
"554","Titicaca",0.294699727024568,851.2
"555","Titicaca",0.202719854016831,1101.6
"556","Titicaca",0.134630034920229,1107
"557","Titicaca",0.349022828472071,1112.3
"558","Titicaca",0.299112716111784,1117.6
"559","Titicaca",0.213932211551323,1123
"560","Titicaca",0.0949518682999205,1128.3
"561","Titicaca",0.123566275055927,1155.2
"562","Titicaca",0.176335821447047,1160.4
"563","Titicaca",0.223416055854014,1171.3
"564","Titicaca",0.201827156855522,1176.7
"565","Titicaca",0.156076316296376,1181.9
"566","Titicaca",0.0905538732050405,1187.3
"567","Titicaca",0.117567377383717,1192.6
"568","Titicaca",0.149123711340206,1198
"569","Titicaca",0.158162617455346,1203.3
"570","Titicaca",0.228430971437339,1208.7
"571","Titicaca",0.185350155340022,1214
"572","Titicaca",0.133790959720244,1219.5
"573","Titicaca",0.254370133116415,1224.8
"574","Titicaca",0.228437972851473,1230
"575","Titicaca",0.17200055196425,1235.4
"576","Titicaca",0.0904769621347162,1240.9
"577","Titicaca",0.121764171192435,1246.3
"578","Titicaca",0.085816738169943,1251.6
"579","Titicaca",0.13475265039524,1256.8
"580","Titicaca",0.169511429435156,1262.2
"581","Titicaca",0.233048617576813,1267.7
"582","Titicaca",0.188066528765787,1273
"583","Titicaca",0.17389439227048,1278.3
"584","Titicaca",0.136649503144535,1283.6
"585","Titicaca",0.136436198250026,1288.9
"586","Titicaca",0.119489819949046,1294.3
"587","Titicaca",0.123247019843699,1299.5
"588","Titicaca",0.163322652206064,1304.8
"589","Titicaca",0.177992752103986,1310.1
"590","Titicaca",0.217164833025022,1315.4
"591","Titicaca",0.133440804134465,1331.2
"592","Titicaca",0.0983743152445618,1336.5
"593","Titicaca",0.132018966808086,1341.8
"594","Titicaca",0.445280810210327,1357.6
"595","Titicaca",0.0851398705232524,1362.8
"596","Titicaca",0.144966523194644,1373.2
"597","Titicaca",0.262243710269496,1389.4
"598","Titicaca",0.261244741667566,1410.1
"599","Titicaca",0.186550014581511,1415.4
"600","Titicaca",0.145210608424337,1426
"601","Titicaca",0.158147013013114,1452.4
"602","Titicaca",0.121540139526269,1478.9
"603","Titicaca",0.197530356886031,1526.1
"604","Titicaca",0.157567829360601,1536.8
"605","Titicaca",0.121742600367813,1542
"606","Titicaca",0.131700329465693,1552.4
"607","Titicaca",0.122572037586187,1573.7
"608","Titicaca",0.2027769387601,1584.2
"609","Titicaca",0.235091806394262,1594.9
"610","Titicaca",0.357454880226387,1605.4
"611","Titicaca",0.178659545441352,1626.6
"612","Titicaca",0.34852812881677,1695.3
"613","Titicaca",0.325544129975699,1717.2
"614","Titicaca",0.242904290429043,1739.5
"615","Titicaca",0.291728395061728,1750.4
"616","Titicaca",0.257241544406826,1783.4
"617","Titicaca",0.17078868601001,1794.5
"618","Titicaca",0.118091422720046,1816.6
"619","Titicaca",0.215374749959324,1838.8
"620","Titicaca",0.179732784053291,1849.9
"621","Titicaca",0.289844107962961,1872
"622","Titicaca",0.230154525210435,1883
"623","Titicaca",0.215350476439107,1894.1
"624","Titicaca",0.142245810630205,1916.2
"625","Titicaca",0.140842086145836,1927.3
"626","Titicaca",0.142721683540819,1938.3
"627","Titicaca",0.244426011689439,1949.3
"628","Titicaca",0.310281406448912,1993.6
"629","Titicaca",0.299297058712574,2015.8
"630","Titicaca",0.37081434618078,2026.7
"631","Titicaca",0.184189848147048,2037.6
"632","Titicaca",0.0659803788773003,2048.7
"633","Titicaca",0.165835714152335,2070.6
"634","Titicaca",0.270394047015052,2115.2
"635","Titicaca",0.281745091130401,2126.3
"636","Titicaca",0.279445766388006,2137.5
"637","Titicaca",0.326011943950282,2159.8
